stabiliId,sourceRecordId,matchStatus,matchMethod,sourceAddress,bbl,bin,hpdBuildingId,canonicalAddress,reasonCodes,candidateHpdBuildingIds
stabili-3bd42fbc-634e-5afa-b48b-af66493aebcd,bronx-2024-p1-r21,ambiguous,manual_review,"483–487 Courtlandt Avenue, Bronx, NY 10451",2023290083,,,"485 Courtlandt Avenue, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,58929|806394|806497
stabili-0ab912f2-b76d-5fda-b40d-cda926f832ea,bronx-2024-p2-r40,ambiguous,manual_review,"303 East 158th Street, Bronx, NY 10451",2024180033,,,"303 East 158 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,64166|874503|887949
stabili-6052c691-d987-52a1-9f32-2740460840bd,bronx-2024-p2-r42,ambiguous,manual_review,"370 East 158th Street, Bronx, NY 10451",2024040012,,,"370 East 158 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,64179|1005822
stabili-0122c847-04e9-51f5-ad41-550a592d03e6,bronx-2024-p3-r24,ambiguous,manual_review,"316 East 162nd Street, Bronx, NY 10451",2024210027,,,"316 East 162 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,64504|948177
stabili-e7d23fd2-83c2-5293-818f-d100c0efb6e7,bronx-2024-p3-r27,ambiguous,manual_review,"383 East 162nd Street, Bronx, NY 10451",2024080052,,,"383 East 162 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,64515|947425
stabili-d6d23782-ab15-5be3-9ef4-3efc715c68df,bronx-2024-p3-r30,ambiguous,manual_review,"415 East 162nd Street, Bronx, NY 10451",2023840056,,,"415 East 162 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,64523|994296
stabili-df7b5c05-19e6-5407-b7a4-e4d04038624d,bronx-2024-p4-r17,ambiguous,manual_review,"260–298 Grand Concourse, Bronx, NY 10451",2023410010,,,"276 Grand Concourse, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,81853|1004385
stabili-9bd60f30-0c6a-5762-be54-eccacaf5321e,bronx-2024-p4-r18,ambiguous,manual_review,"310 Grand Concourse, Bronx, NY 10451",2023410028,,,"Grand Concourse, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,81925|975400|991160
stabili-5621c419-2cae-5f19-b087-432b25076fba,bronx-2024-p5-r5,ambiguous,manual_review,"3120 Park Avenue, Bronx, NY 10451",2024180006,,,"3120 Park Avenue, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,927132|999639
stabili-8c5bc55c-8945-5ec8-9e50-53d8f3c178ff,bronx-2024-p5-r29,ambiguous,manual_review,"1035 Anderson Avenue, Bronx, NY 10452",2025080031,,,"1035 Anderson Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,45411|967660
stabili-6f6aa0c8-5738-5832-a57f-b5809431e49f,bronx-2024-p5-r34,ambiguous,manual_review,"1070 Anderson Avenue, Bronx, NY 10452",2025050003,,,"1070 Anderson Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,45416|943308
stabili-d9da0be5-0474-5aa0-8cbb-5a555ba4aca3,bronx-2024-p6-r8,ambiguous,manual_review,"27 East 169th Street, Bronx, NY 10452",2028390036,,,"27 East 169 Street, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,65118|927743
stabili-35cf406f-19c8-5564-abc8-cb20ab436d0c,bronx-2024-p6-r19,ambiguous,manual_review,"31–35 East Clarke Place, Bronx, NY 10452",2028400022,,,"1325 Walton Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,119043|877654|1016561
stabili-e032f250-2339-560b-8dd8-8f7c57c699d7,bronx-2024-p6-r24,ambiguous,manual_review,"128 East Clarke Place, Bronx, NY 10452",2028390053,,,"128 East Clarke Place, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,847633|1007877
stabili-8a1d06ae-f73d-519d-a5a0-2c7cd03c0e92,bronx-2024-p7-r12,ambiguous,manual_review,"1075 Gerard Avenue, Bronx, NY 10452",2024870020,,,"1075 Gerard Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,80068|853400
stabili-b8b699e5-b5ed-5d2d-bb7b-d04faeb2f739,bronx-2024-p7-r17,ambiguous,manual_review,"1111 Gerard Avenue, Bronx, NY 10452",2024870042,,,"1111 Gerard Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,80074|853401|1001379
stabili-49be4550-7067-5bad-a268-1eb9705e00d3,bronx-2024-p9-r25,ambiguous,manual_review,"1402 Nelson Avenue, Bronx, NY 10452",2028730013,,,"1402 Nelson Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,99180|946921
stabili-ed307adc-7e8a-536c-bece-17b737340709,bronx-2024-p9-r52,ambiguous,manual_review,"1209 Ogden Avenue, Bronx, NY 10452",2025280027,,,"1209 Ogden Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,100161|938020
stabili-25b3fb17-f52b-5a31-8c95-292f9060d3e3,bronx-2024-p10-r19,ambiguous,manual_review,"1258 Shakespeare Avenue, Bronx, NY 10452",2025060082,,,"1258 Shakespeare Ave, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,109339|1005067
stabili-b61ed9e9-a823-5b1d-89c6-279205a941bd,bronx-2024-p10-r28,ambiguous,manual_review,"1472 Shakespeare Avenue, Bronx, NY 10452",2028720120,,,"1472 Shakespeare Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,109391|991719
stabili-29964be4-3c6e-5635-8e8a-b0a05bb8b13e,bronx-2024-p10-r54,ambiguous,manual_review,"1055 Summit Avenue, Bronx, NY 10452",2025230138,,,"1055 Summit Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,112038|891147
stabili-e7f564a3-3f43-5066-80bf-cf15aa4141aa,bronx-2024-p11-r4,ambiguous,manual_review,"1095 Summit Avenue, Bronx, NY 10452",2025260064,,,"180 West 166 Street, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,112047|1012453
stabili-02afc365-e289-5a68-9c8e-b5a7e8c9f5ed,bronx-2024-p11-r28,ambiguous,manual_review,"1434 Undercliff Avenue, Bronx, NY 10452",2025370006,,,"1434 Undercliff Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,116086|966154
stabili-60c19d6d-0c4f-5baa-becc-55632eaf590b,bronx-2024-p11-r29,ambiguous,manual_review,"1058 University Avenue, Bronx, NY 10452",2025260040,,,"1058 University Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,116741|1004446
stabili-35737471-8433-5966-a94d-c841cb9b0e96,bronx-2024-p12-r5,ambiguous,manual_review,"128 West 167th Street, Bronx, NY 10452",2025140061,,,"128 West 167Th Street, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,120960|1012185
stabili-78ac0c3e-79a0-5aef-8058-e68386a64231,bronx-2024-p12-r24,ambiguous,manual_review,"120–126 West 169th Street, Bronx, NY 10452",2025180036,,,"120 West 169 Street, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,120980|958987
stabili-a528c496-58ff-5572-bc01-1f80c2ff0b40,bronx-2024-p13-r13,ambiguous,manual_review,"1561 Walton Avenue, Bronx, NY 10452",2028450047,,,"1561 Walton Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,820298|954885
stabili-ccc08205-7ff8-5954-921d-306fce787e51,bronx-2024-p13-r23,ambiguous,manual_review,"984 Woodycrest Avenue, Bronx, NY 10452",2025070015,,,"984 Woodycrest Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,125704|955365
stabili-83893930-9eef-5681-90b0-a849f9eab386,bronx-2024-p13-r24,ambiguous,manual_review,"990 Woodycrest Avenue, Bronx, NY 10452",2025070018,,,"990 Woodycrest Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,125706|1004320
stabili-84badfed-12fc-582b-bb46-ad21a27e5d28,bronx-2024-p13-r25,ambiguous,manual_review,"1000 Woodycrest Avenue, Bronx, NY 10452",2025080001,,,"1000 Woodycrest Avenue, Bronx, NY 10452",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,125618|1003281
stabili-5a22d963-ddf2-53aa-ae34-e4abec9e053d,bronx-2024-p13-r43,ambiguous,manual_review,"1661–1665 Andrews Avenue, Bronx, NY 10453",2028780044,,,"1661 Andrews Avenue South, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,45507|806246
stabili-ebb8eecd-26f4-5a4e-83a5-c8d378e912e1,bronx-2024-p14-r13,ambiguous,manual_review,"27 Buchanan Place, Bronx, NY 10453",2031960066,,,"27 Buchanan Place, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,53830|995569
stabili-d4f6f404-5c56-50c5-831e-c2e2317f9c80,bronx-2024-p14-r21,ambiguous,manual_review,"1854 Cedar Avenue, Bronx, NY 10453",2028810040,,,"1854 Cedar Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,55888|933679
stabili-77b27477-6f5a-54c6-9f3f-0304a5a99b8d,bronx-2024-p14-r24,ambiguous,manual_review,"2000 Creston Avenue, Bronx, NY 10453",2028080062,,,"165 East 179 Street, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,66070|996794|1012441
stabili-e613ff4d-424b-50ff-9368-a6721c62efa0,bronx-2024-p14-r25,ambiguous,manual_review,"2001 Creston Avenue, Bronx, NY 10453",2028070079,,,"2001 Creston Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,59143|1010901
stabili-fc7bde2d-b725-59a2-8d14-a03043d343db,bronx-2024-p14-r49,ambiguous,manual_review,"2238 Creston Avenue, Bronx, NY 10453",2031630003,,,"2238 Creston Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,59178|935082|972768|993124
stabili-38de273d-ebed-5083-8c0d-909f99247fad,bronx-2024-p14-r53,ambiguous,manual_review,"2245 Creston Avenue, Bronx, NY 10453",2031710036,,,"2245 Creston Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,59182|991239
stabili-dbda5933-e65f-5c79-b60c-31837a77656b,bronx-2024-p15-r32,ambiguous,manual_review,"2097 Davidson Avenue, Bronx, NY 10453",2031940046,,,"2097 Davidson Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,60478|946608
stabili-c76a97f2-ab6c-5b63-9074-493d53ce42f2,bronx-2024-p16-r14,ambiguous,manual_review,"111 East 183rd Street, Bronx, NY 10453",2031720044,,,"111 East 183 Street, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,66469|994820
stabili-7b3d8fe7-7993-50d5-8d93-6d781b7721ca,bronx-2024-p16-r21,ambiguous,manual_review,"66 East Tremont Avenue, Bronx, NY 10453",2028280024,,,"66 East Tremont Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,74442|889716
stabili-c2d96aef-a607-561b-a61c-5212dea73666,bronx-2024-p16-r34,ambiguous,manual_review,"1760 Grand Avenue, Bronx, NY 10453",2028670123,,,"1760 Grand Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,81437|996766
stabili-e8350aa0-7dd2-514a-958a-ac4e5dfd84b5,bronx-2024-p18-r15,ambiguous,manual_review,"1892 Morris Avenue, Bronx, NY 10453",2028050031,,,"1892 Morris Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,806197|806198
stabili-7df66e52-ad00-513c-9afc-5a39a78cf4ed,bronx-2024-p18-r27,ambiguous,manual_review,"2065 Morris Avenue, Bronx, NY 10453",2031780055,,,"2065 Morris Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,97496|911936
stabili-bb74e6f3-d7ca-5e8c-9fa3-afe949fd37a3,bronx-2024-p18-r30,ambiguous,manual_review,"2078–2090 Morris Avenue, Bronx, NY 10453",2031690009,,,"2078 Morris Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,97503|943633
stabili-bbb5da0e-b683-5be2-9be6-835519156349,bronx-2024-p18-r37,ambiguous,manual_review,"2195 Morris Avenue, Bronx, NY 10453",2031810034,,,"2195 Morris Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,97521|980770
stabili-64b110ad-4e85-50ba-9674-67089c86ad97,bronx-2024-p18-r51,ambiguous,manual_review,"21 Mount Hope Place, Bronx, NY 10453",2028520036,,,"21 Mount Hope Place, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,98087|98094|1009435
stabili-535ccbec-8d68-5144-a37f-9aca65193611,bronx-2024-p18-r55,ambiguous,manual_review,"106 Mount Hope Place, Bronx, NY 10453",2028050010,,,"106 Mt Hope Place, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,98080|1008530
stabili-cb800a5f-8337-5ace-842e-c0a7fa30c5a2,bronx-2024-p19-r8,ambiguous,manual_review,"1690 Nelson Avenue, Bronx, NY 10453",2028760167,,,"1690 Nelson Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,99242|948586|988499
stabili-fcf92051-fdb9-5415-a629-9adb3c418fbc,bronx-2024-p19-r28,ambiguous,manual_review,"1740 Popham Avenue, Bronx, NY 10453",2028770436,,,"1740 Popham Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,103729|927272
stabili-6fdcf680-38fc-56ba-85be-fd5e0d71500b,bronx-2024-p19-r31,ambiguous,manual_review,"1526 Sedgwick Avenue, Bronx, NY 10453",2028800027,,,"1526 Sedgwick Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,108416|1004926
stabili-6dd4dc59-d69c-5890-bb48-ff529d254fbd,bronx-2024-p19-r41,ambiguous,manual_review,"1677 Townsend Avenue, Bronx, NY 10453",2028480024,,,"1677 Townsend Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,115666|1007186
stabili-12389a6d-0028-5376-9ebf-72e012c3e6cf,bronx-2024-p19-r42,ambiguous,manual_review,"1728 Townsend Avenue, Bronx, NY 10453",2028490063,,,"1728 Townsend Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,115682|991477
stabili-c89037fd-5d4f-55e5-9a2c-033540b6d322,bronx-2024-p20-r32,ambiguous,manual_review,"1896 University Avenue, Bronx, NY 10453",2028680042,,,"1896 University Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,116868|1012397
stabili-570ab3b3-dd95-53fa-8446-c80004958736,bronx-2024-p21-r36,ambiguous,manual_review,"92 West Tremont Avenue, Bronx, NY 10453",2028670125,,,"92 West Tremont Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,122176|928130
stabili-f40973e0-ea1c-5237-9784-8f1af3bd8214,bronx-2024-p21-r47,ambiguous,manual_review,"1791 Walton Avenue, Bronx, NY 10453",2028500052,,,"1791 Walton Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,119080|843041
stabili-810fa39d-cf8b-5736-b911-7535deca6fb3,bronx-2024-p22-r3,ambiguous,manual_review,"2010 Walton Avenue, Bronx, NY 10453",2028290034,,,"2010 Walton Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,119104|999247
stabili-8ddf6cbc-a4bc-5d58-8be8-c2a838ecec89,bronx-2024-p22-r6,ambiguous,manual_review,"2026 Walton Avenue, Bronx, NY 10453",2028290040,,,"2026 Walton Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,119109|994916
stabili-0fc08e6a-b334-5186-ab18-62867c54416f,bronx-2024-p22-r8,ambiguous,manual_review,"2065 Walton Avenue, Bronx, NY 10453",2031790060,,,"2065 Walton Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,119112|954207
stabili-23d0a130-4bab-5180-9a0f-5337f9fd0d29,bronx-2024-p22-r21,ambiguous,manual_review,"2247 Walton Avenue, Bronx, NY 10453",2031860076,,,"2247 Walton Avenue, Bronx, NY 10453",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,119149|978343
stabili-8263500b-ca0a-584b-bc76-63e56db03919,bronx-2024-p22-r27,ambiguous,manual_review,"82–92 Alexander Avenue, Bronx, NY 10454",2022950051,,,"40 Bruckner Boulevard, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,1000143|1011479
stabili-cc6009fb-0eff-5f23-b7bb-235ba164b532,bronx-2024-p22-r35,ambiguous,manual_review,"141 Alexander Avenue, Bronx, NY 10454",2023090023,,,"141 Alexander Avenue, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,44876|996289
stabili-517dee96-7c46-585c-86ff-9b7a170affae,bronx-2024-p22-r40,ambiguous,manual_review,"313 Alexander Avenue, Bronx, NY 10454",2023150014,,,"313 Alexander Avenue, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,44923|986181
stabili-2f5f6d69-8d56-52a7-8f9e-a82d953200de,bronx-2024-p23-r30,ambiguous,manual_review,"304 East 134th Street, Bronx, NY 10454",2023090020,,,"East 134Th Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,62474|1004920
stabili-28045d12-4d2f-5b27-92a6-1831ef3fca4a,bronx-2024-p23-r42,ambiguous,manual_review,"435 East 136th Street, Bronx, NY 10454",2022810010,,,"416 East 137 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,62691|806458
stabili-165caa87-0714-59ab-9477-7b566450cae8,bronx-2024-p23-r43,ambiguous,manual_review,"441 East 136th Street, Bronx, NY 10454",2022810010,,,"416 East 137 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,62691|806458
stabili-ffacf586-bb82-5a2b-81f2-e4135ecef5c7,bronx-2024-p23-r44,ambiguous,manual_review,"445 East 136th Street, Bronx, NY 10454",2022810010,,,"416 East 137 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,62691|806458
stabili-68bbb8c3-a5cd-5da3-8a1f-6771ca3eece5,bronx-2024-p23-r49,ambiguous,manual_review,"465–477 East 137th Street, Bronx, NY 10454",2022820045,,,"211 Brown Place, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_7_hpd_buildings,52798|814505|814506|814509|814510|814511|954143|954320|954321|954324|957897|989267
stabili-d324525d-39ee-577a-903a-270d09e383c5,bronx-2024-p25-r26,ambiguous,manual_review,"616 East 139th Street, Bronx, NY 10454",2025510030,,,"616 East 139 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,943249|966437
stabili-df65fd4a-a56d-5bf8-a3a0-5f07d6117f3d,bronx-2024-p26-r19,ambiguous,manual_review,"538 East 142nd Street, Bronx, NY 10454",2022680021,,,"538 East 142 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63266|995351
stabili-31f9fc41-76ba-597e-b0b4-db44a0797eee,bronx-2024-p26-r28,ambiguous,manual_review,"361 East 145th Street, Bronx, NY 10454",2023070031,,,"361 East 145 Street, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63407|927620
stabili-d1397f40-fd2e-5f14-a1f2-109efdc3a2bd,bronx-2024-p26-r34,ambiguous,manual_review,"141–143 Lincoln Avenue, Bronx, NY 10454",2023170043,,,"143 Lincoln Avenue, Bronx, NY 10454",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,92021|806799|806800|806801|806802
stabili-1759441d-4e37-55d0-94c3-803f32bb3eed,bronx-2024-p27-r34,ambiguous,manual_review,"1033–1037 Avenue Saint John, Bronx, NY 10455",2026030150,,,"1033 Avenue St John, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,46460|997156
stabili-1fba2ab7-3d31-5bd2-8f77-c1a5615ef9db,bronx-2024-p27-r37,ambiguous,manual_review,"1044 Avenue Saint John, Bronx, NY 10455",2026030030,,,"1044 Avenue St John, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,46461|942523
stabili-32861bfa-76ca-506d-b5e4-0196d7d8d5c4,bronx-2024-p27-r50,ambiguous,manual_review,"626 Bergen Avenue, Bronx, NY 10455",2023610025,,,"626 Bergen Avenue, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,822629|976948
stabili-01036109-c1bf-5024-a49d-f8a4938530fc,bronx-2024-p28-r3,ambiguous,manual_review,"669 Cauldwell Avenue, Bronx, NY 10455",2026240071,,,"671 Cauldwell Avenue, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,55775|976144
stabili-dccc660a-0a0d-536a-9962-38b22fe13c69,bronx-2024-p28-r4,ambiguous,manual_review,"675 Cauldwell Avenue, Bronx, NY 10455",2026240069,,,"675 Cauldwell Avenue, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,55777|893594
stabili-885c5590-eca0-5353-bbb4-773a10a3f23d,bronx-2024-p28-r23,ambiguous,manual_review,"516 East 147th Street, Bronx, NY 10455",2022720109,,,"516 East 147 Street, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63552|984450
stabili-19f68d6b-abe9-5878-a9a7-88225c73ba01,bronx-2024-p29-r6,ambiguous,manual_review,"363 East 150th Street, Bronx, NY 10455",2023970001,,,"357 East 150 Street, Bronx, NY 10451",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings,58941|806511
stabili-db6573b6-cdf0-5642-ac9a-717be0bef3d9,bronx-2024-p29-r37,ambiguous,manual_review,"418 East 153rd Street, Bronx, NY 10455",2023740080,,,"418 East 153 Street, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63930|994021
stabili-cffec7a8-bf34-5622-a4a6-e32d53f1b6e5,bronx-2024-p29-r43,ambiguous,manual_review,"380–384 East 154th Street, Bronx, NY 10455",2024000015,,,"378 East 154 Street, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63948|806523
stabili-d6bec317-823b-5ff4-8f05-af6104eda681,bronx-2024-p29-r52,ambiguous,manual_review,"366 East 155th Street, Bronx, NY 10455",2024010009,,,"366 East 155 Street, Bronx, NY 10455",source_bbl_found_in_official_nyc_data|parcel_has_multiple_unresolved_hpd_buildings|primary_address_matches_2_hpd_buildings,63976|970462
